date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:35:19	20405/20405	U--MC-	200	updated ('OK')	text/html	date:Thu,%2009%20May%202013%2012:35:18%20GMT	http://lebd2013.wordpress.com/hot-water-demand/	lebd2013.wordpress.com/hot-water-demand/index.html	(from http://lebd2013.wordpress.com/)
13:35:20	23955/23955	U--MC-	200	updated ('OK')	text/html	date:Thu,%2009%20May%202013%2012:35:19%20GMT	http://lebd2013.wordpress.com/energy-generation/	lebd2013.wordpress.com/energy-generation/index.html	(from http://lebd2013.wordpress.com/)
13:35:20	453667/453667	U-----	200	untouched ('')	image/jpeg	date:Fri,%2003%20May%202013%2020:07:16%20GMT	http://lebd2013.files.wordpress.com/2013/05/angolo-sinistro1.jpg	lebd2013.files.wordpress.com/2013/05/angolo-sinistro1.jpg	(from http://lebd2013.wordpress.com/)
13:35:20	22663/22663	U--MC-	200	updated ('OK')	text/html	date:Thu,%2009%20May%202013%2012:35:19%20GMT	http://lebd2013.wordpress.com/energy-generation/electrical-demand-supply-matching/	lebd2013.wordpress.com/energy-generation/electrical-demand-supply-matching/index.html	(from http://lebd2013.wordpress.com/)
13:35:20	227249/227249	U-----	200	untouched ('')	image/jpeg	date:Fri,%2003%20May%202013%2020:07:16%20GMT	http://lebd2013.files.wordpress.com/2013/05/angolo-sinistro1.jpg?w=594&h=373	lebd2013.files.wordpress.com/2013/05/angolo-sinistro15f35.jpg	(from http://lebd2013.wordpress.com/)
13:35:20	22019/22019	U--MC-	200	updated ('OK')	text/html	date:Thu,%2009%20May%202013%2012:35:19%20GMT	http://lebd2013.wordpress.com/data-integration/	lebd2013.wordpress.com/data-integration/index.html	(from http://lebd2013.wordpress.com/)
13:35:21	174/174	U--MC-	200	updated ('OK')	text/javascript	date:Thu,%2009%20May%202013%2012:35:20%20GMT	http://lebd2013.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	lebd2013.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from http://lebd2013.wordpress.com/)
13:35:21	867/867	U-----	200	untouched ('')	text/xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://lebd2013.wordpress.com/about/feed/	lebd2013.wordpress.com/about/feed/index.html	(from http://lebd2013.wordpress.com/about/)
13:35:21	42/42	U--MC-	200	updated ('OK')	text/plain	date:Thu,%2009%20May%202013%2012:35:21%20GMT	http://lebd2013.wordpress.com/xmlrpc.php	lebd2013.wordpress.com/xmlrpc.php	(from http://lebd2013.wordpress.com/)
13:35:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20May%202013%2012:35:21%20GMT	http://lebd2013.wordpress.com/iteration-summary/	lebd2013.wordpress.com/iteration-summary/index.html	(from http://lebd2013.wordpress.com/thermal-modelling-demand-reduction/)
13:35:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20May%202013%2012:35:21%20GMT	http://lebd2013.wordpress.com/overview/site-analysis/map-and-location/	lebd2013.wordpress.com/overview/site-analysis/map-and-location/index.html	(from http://lebd2013.wordpress.com/site-analysis/)
13:35:22	901/901	U-----	200	untouched ('')	text/xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://lebd2013.wordpress.com/site-analysis/map-and-location/feed/	lebd2013.wordpress.com/site-analysis/map-and-location/feed/index.html	(from http://lebd2013.wordpress.com/site-analysis/map-and-location/)
13:35:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20May%202013%2012:35:22%20GMT	http://lebd2013.wordpress.com/overview/site-analysis/climate-2/	lebd2013.wordpress.com/overview/site-analysis/climate-2/index.html	(from http://lebd2013.wordpress.com/site-analysis/)
13:35:22	27260/27260	U-----	200	untouched ('')	image/jpeg	date:Tue,%2030%20Apr%202013%2017:38:12%20GMT	http://lebd2013.files.wordpress.com/2013/04/location-cerchio-rosso.jpg?w=530&h=230	lebd2013.files.wordpress.com/2013/04/location-cerchio-rosso07e1.jpg	(from http://lebd2013.wordpress.com/site-analysis/map-and-location/)
13:35:22	1106116/1106116	U-----	200	untouched ('')	image/png	date:Thu,%2002%20May%202013%2017:34:06%20GMT	http://lebd2013.files.wordpress.com/2013/05/site.png	lebd2013.files.wordpress.com/2013/05/site.png	(from http://lebd2013.wordpress.com/site-analysis/map-and-location/)
13:35:22	127956/127956	U-----	200	untouched ('')	image/png	date:Thu,%2002%20May%202013%2017:34:06%20GMT	http://lebd2013.files.wordpress.com/2013/05/site.png?w=300&h=244	lebd2013.files.wordpress.com/2013/05/siteaa78.png	(from http://lebd2013.wordpress.com/site-analysis/map-and-location/)
13:35:23	139709/139709	U-----	200	untouched ('')	image/png	date:Thu,%2002%20May%202013%2017:34:16%20GMT	http://lebd2013.files.wordpress.com/2013/05/site1.png?w=300&h=253	lebd2013.files.wordpress.com/2013/05/site1b5c5.png	(from http://lebd2013.wordpress.com/site-analysis/map-and-location/)
13:35:23	126231/126231	U-----	200	untouched ('')	image/png	date:Thu,%2002%20May%202013%2017:34:23%20GMT	http://lebd2013.files.wordpress.com/2013/05/site2.png?w=300&h=239	lebd2013.files.wordpress.com/2013/05/site2a57f.png	(from http://lebd2013.wordpress.com/site-analysis/map-and-location/)
13:35:23	11797/11797	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20May%202013%2011:33:04%20GMT	http://lebd2013.files.wordpress.com/2013/05/roof.jpg	lebd2013.files.wordpress.com/2013/05/roof.jpg	(from http://lebd2013.wordpress.com/)
13:35:23	11547/11547	U-----	200	untouched ('')	image/png	date:Fri,%2003%20May%202013%2011:46:11%20GMT	http://lebd2013.files.wordpress.com/2013/05/hdd_cdd.png	lebd2013.files.wordpress.com/2013/05/hdd_cdd.png	(from http://lebd2013.wordpress.com/site-analysis/climate-2/)
13:35:23	33275/33275	U-----	200	untouched ('')	image/png	date:Fri,%2003%20May%202013%2011:46:11%20GMT	http://lebd2013.files.wordpress.com/2013/05/hdd_cdd.png?w=174&h=300	lebd2013.files.wordpress.com/2013/05/hdd_cdd5e89.png	(from http://lebd2013.wordpress.com/site-analysis/climate-2/)
13:35:23	255415/255415	U-----	200	untouched ('')	image/jpeg	date:Sat,%2004%20May%202013%2018:38:18%20GMT	http://lebd2013.files.wordpress.com/2013/05/inserimento.jpg	lebd2013.files.wordpress.com/2013/05/inserimento.jpg	(from http://lebd2013.wordpress.com/design/location-and-orientation/)
13:35:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20May%202013%2012:35:23%20GMT	http://lebd2013.wordpress.com/electrical-demand-supply-matching/	lebd2013.wordpress.com/electrical-demand-supply-matching/index.html	(from http://lebd2013.wordpress.com/design/)
13:35:24	87368/87368	U-----	200	untouched ('')	image/jpeg	date:Sat,%2004%20May%202013%2018:38:18%20GMT	http://lebd2013.files.wordpress.com/2013/05/inserimento.jpg?w=594&h=249	lebd2013.files.wordpress.com/2013/05/inserimentoe7c1.jpg	(from http://lebd2013.wordpress.com/design/location-and-orientation/)
13:35:24	20272/20272	U-----	200	untouched ('')	image/jpeg	date:Fri,%2003%20May%202013%2015:15:17%20GMT	http://lebd2013.files.wordpress.com/2013/05/g-first.jpg	lebd2013.files.wordpress.com/2013/05/g-first.jpg	(from http://lebd2013.wordpress.com/design/geometry/geometry-development/)
13:35:24	6551/6551	U-----	200	untouched ('')	image/jpeg	date:Fri,%2003%20May%202013%2015:15:17%20GMT	http://lebd2013.files.wordpress.com/2013/05/g-first.jpg?w=300&h=242	lebd2013.files.wordpress.com/2013/05/g-firste2e9.jpg	(from http://lebd2013.wordpress.com/design/geometry/geometry-development/)
13:35:24	80487/80487	U-----	200	untouched ('')	image/png	date:Sun,%2005%20May%202013%2019:07:47%20GMT	http://lebd2013.files.wordpress.com/2013/05/immagine1.png	lebd2013.files.wordpress.com/2013/05/immagine1.png	(from http://lebd2013.wordpress.com/design/geometry/geometry-development/)
13:35:25	55731/55731	U-----	200	untouched ('')	image/png	date:Sun,%2005%20May%202013%2019:07:47%20GMT	http://lebd2013.files.wordpress.com/2013/05/immagine1.png?w=402&h=275	lebd2013.files.wordpress.com/2013/05/immagine1dac4.png	(from http://lebd2013.wordpress.com/design/geometry/geometry-development/)
13:35:25	19897/19897	U-----	200	untouched ('')	image/jpeg	date:Mon,%2006%20May%202013%2018:39:41%20GMT	http://lebd2013.files.wordpress.com/2013/05/g-second1.jpg	lebd2013.files.wordpress.com/2013/05/g-second1.jpg	(from http://lebd2013.wordpress.com/design/geometry/geometry-development/)
13:35:25	6833/6833	U-----	200	untouched ('')	image/jpeg	date:Mon,%2006%20May%202013%2018:39:41%20GMT	http://lebd2013.files.wordpress.com/2013/05/g-second1.jpg?w=300&h=264	lebd2013.files.wordpress.com/2013/05/g-second1c99a.jpg	(from http://lebd2013.wordpress.com/design/geometry/geometry-development/)
13:35:25	19339/19339	U-----	200	untouched ('')	image/jpeg	date:Mon,%2006%20May%202013%2018:39:54%20GMT	http://lebd2013.files.wordpress.com/2013/05/g2-with-flat-roof.jpg	lebd2013.files.wordpress.com/2013/05/g2-with-flat-roof.jpg	(from http://lebd2013.wordpress.com/design/geometry/geometry-development/)
13:35:25	6419/6419	U-----	200	untouched ('')	image/jpeg	date:Mon,%2006%20May%202013%2018:39:54%20GMT	http://lebd2013.files.wordpress.com/2013/05/g2-with-flat-roof.jpg?w=300&h=259	lebd2013.files.wordpress.com/2013/05/g2-with-flat-roof098d.jpg	(from http://lebd2013.wordpress.com/design/geometry/geometry-development/)
13:35:25	7557114/7557114	U-----	200	untouched ('')	image/jpeg	date:Sun,%2005%20May%202013%2017:18:44%20GMT	http://lebd2013.files.wordpress.com/2013/05/tris.jpg	lebd2013.files.wordpress.com/2013/05/tris.jpg	(from http://lebd2013.wordpress.com/design/geometry/2d-plans/)
13:35:25	117865/117865	U-----	200	untouched ('')	image/jpeg	date:Sun,%2005%20May%202013%2017:18:44%20GMT	http://lebd2013.files.wordpress.com/2013/05/tris.jpg?w=594&h=568	lebd2013.files.wordpress.com/2013/05/tris794b.jpg	(from http://lebd2013.wordpress.com/design/geometry/2d-plans/)
13:35:26	247861/247861	U-----	200	untouched ('')	image/jpeg	date:Sun,%2005%20May%202013%2017:07:24%20GMT	http://lebd2013.files.wordpress.com/2013/05/piani-allineati.jpg	lebd2013.files.wordpress.com/2013/05/piani-allineati.jpg	(from http://lebd2013.wordpress.com/design/geometry/2d-plans/)
13:35:26	220895/220895	U-----	200	untouched ('')	image/jpeg	date:Sun,%2005%20May%202013%2017:07:24%20GMT	http://lebd2013.files.wordpress.com/2013/05/piani-allineati.jpg?w=594	lebd2013.files.wordpress.com/2013/05/piani-allineati3a9b.jpg	(from http://lebd2013.wordpress.com/design/geometry/2d-plans/)
13:35:26	440175/440175	U-----	200	untouched ('')	image/jpeg	date:Fri,%2003%20May%202013%2020:07:21%20GMT	http://lebd2013.files.wordpress.com/2013/05/angolo-sx.jpg	lebd2013.files.wordpress.com/2013/05/angolo-sx.jpg	(from http://lebd2013.wordpress.com/design/geometry/3d-renders/)
13:35:26	42/42	U--MC-	200	updated ('OK')	text/plain	date:Thu,%2009%20May%202013%2012:35:26%20GMT	http://lebd2013.wordpress.com/xmlrpc.php	lebd2013.wordpress.com/xmlrpc.php	(from http://lebd2013.wordpress.com/)
13:35:26	219954/219954	U-----	200	untouched ('')	image/jpeg	date:Fri,%2003%20May%202013%2020:07:34%20GMT	http://lebd2013.files.wordpress.com/2013/05/lato-sx1.jpg?w=594&h=450	lebd2013.files.wordpress.com/2013/05/lato-sx18865.jpg	(from http://lebd2013.wordpress.com/design/geometry/3d-renders/)
13:35:26	290664/290664	U-----	200	untouched ('')	image/jpeg	date:Fri,%2003%20May%202013%2020:07:21%20GMT	http://lebd2013.files.wordpress.com/2013/05/angolo-sx.jpg?w=594&h=450	lebd2013.files.wordpress.com/2013/05/angolo-sx8865.jpg	(from http://lebd2013.wordpress.com/design/geometry/3d-renders/)
13:35:26	509205/509205	U-----	200	untouched ('')	image/jpeg	date:Fri,%2003%20May%202013%2020:07:26%20GMT	http://lebd2013.files.wordpress.com/2013/05/frontale1.jpg	lebd2013.files.wordpress.com/2013/05/frontale1.jpg	(from http://lebd2013.wordpress.com/design/geometry/3d-renders/)
13:35:27	236790/236790	U-----	200	untouched ('')	image/jpeg	date:Fri,%2003%20May%202013%2020:07:26%20GMT	http://lebd2013.files.wordpress.com/2013/05/frontale1.jpg?w=594&h=373	lebd2013.files.wordpress.com/2013/05/frontale15f35.jpg	(from http://lebd2013.wordpress.com/design/geometry/3d-renders/)
13:35:27	276142/276142	U-----	200	untouched ('')	image/jpeg	date:Fri,%2003%20May%202013%2020:07:11%20GMT	http://lebd2013.files.wordpress.com/2013/05/angolo-destro1.jpg?w=594&h=450	lebd2013.files.wordpress.com/2013/05/angolo-destro18865.jpg	(from http://lebd2013.wordpress.com/design/geometry/3d-renders/)
13:35:27	306222/306222	U-----	200	untouched ('')	image/jpeg	date:Fri,%2003%20May%202013%2020:07:30%20GMT	http://lebd2013.files.wordpress.com/2013/05/lato-dx1.jpg	lebd2013.files.wordpress.com/2013/05/lato-dx1.jpg	(from http://lebd2013.wordpress.com/design/geometry/3d-renders/)
13:35:27	203285/203285	U-----	200	untouched ('')	image/jpeg	date:Fri,%2003%20May%202013%2020:07:30%20GMT	http://lebd2013.files.wordpress.com/2013/05/lato-dx1.jpg?w=594&h=450	lebd2013.files.wordpress.com/2013/05/lato-dx18865.jpg	(from http://lebd2013.wordpress.com/design/geometry/3d-renders/)
13:35:28	5373/5373	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202013%2011:12:29%20GMT	http://lebd2013.files.wordpress.com/2013/05/wall.jpg	lebd2013.files.wordpress.com/2013/05/wall.jpg	(from http://lebd2013.wordpress.com/design/materials/)
13:35:28	5562/5562	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202013%2011:12:29%20GMT	http://lebd2013.files.wordpress.com/2013/05/wall.jpg?w=150&h=175	lebd2013.files.wordpress.com/2013/05/wall26f8.jpg	(from http://lebd2013.wordpress.com/design/materials/)
13:35:28	9373/9373	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202013%2011:23:03%20GMT	http://lebd2013.files.wordpress.com/2013/05/timber-cladding.jpg	lebd2013.files.wordpress.com/2013/05/timber-cladding.jpg	(from http://lebd2013.wordpress.com/design/materials/)
13:35:28	9658/9658	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202013%2011:23:03%20GMT	http://lebd2013.files.wordpress.com/2013/05/timber-cladding.jpg?w=594	lebd2013.files.wordpress.com/2013/05/timber-cladding3a9b.jpg	(from http://lebd2013.wordpress.com/design/materials/)
13:35:28	11282/11282	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202013%2011:33:04%20GMT	http://lebd2013.files.wordpress.com/2013/05/roof.jpg?w=594	lebd2013.files.wordpress.com/2013/05/roof3a9b.jpg	(from http://lebd2013.wordpress.com/design/materials/)
13:35:28	29503/29503	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202013%2011:36:02%20GMT	http://lebd2013.files.wordpress.com/2013/05/pitched-roof.jpg	lebd2013.files.wordpress.com/2013/05/pitched-roof.jpg	(from http://lebd2013.wordpress.com/design/materials/)
13:35:28	12641/12641	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202013%2011:36:02%20GMT	http://lebd2013.files.wordpress.com/2013/05/pitched-roof.jpg?w=372&h=286	lebd2013.files.wordpress.com/2013/05/pitched-roof0a43.jpg	(from http://lebd2013.wordpress.com/design/materials/)
13:35:29	26257/26257	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202013%2011:56:18%20GMT	http://lebd2013.files.wordpress.com/2013/05/triple-glazing.jpg	lebd2013.files.wordpress.com/2013/05/triple-glazing.jpg	(from http://lebd2013.wordpress.com/design/materials/)
13:35:29	6706/6706	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202013%2011:56:18%20GMT	http://lebd2013.files.wordpress.com/2013/05/triple-glazing.jpg?w=146&h=217	lebd2013.files.wordpress.com/2013/05/triple-glazing86e6.jpg	(from http://lebd2013.wordpress.com/design/materials/)
13:35:29	42640/42640	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202013%2012:03:28%20GMT	http://lebd2013.files.wordpress.com/2013/05/window.jpg	lebd2013.files.wordpress.com/2013/05/window.jpg	(from http://lebd2013.wordpress.com/design/materials/)
13:35:29	24028/24028	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202013%2012:03:28%20GMT	http://lebd2013.files.wordpress.com/2013/05/window.jpg?w=475&h=262	lebd2013.files.wordpress.com/2013/05/window045e.jpg	(from http://lebd2013.wordpress.com/design/materials/)
13:35:29	30525/30525	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202013%2012:05:38%20GMT	http://lebd2013.files.wordpress.com/2013/05/door.jpg	lebd2013.files.wordpress.com/2013/05/door.jpg	(from http://lebd2013.wordpress.com/design/materials/)
13:35:29	11910/11910	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202013%2012:05:38%20GMT	http://lebd2013.files.wordpress.com/2013/05/door.jpg?w=300&h=204	lebd2013.files.wordpress.com/2013/05/doord754.jpg	(from http://lebd2013.wordpress.com/design/materials/)
13:35:30	949/949	U-----	200	untouched ('')	text/xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://lebd2013.wordpress.com/thermal-modelling-demand-reduction/evolution-of-the-thermal-model/feed/	lebd2013.wordpress.com/thermal-modelling-demand-reduction/evolution-of-the-thermal-model/feed/index.html	(from http://lebd2013.wordpress.com/thermal-modelling-demand-reduction/evolution-of-the-thermal-model/)
13:35:30	46825/46825	U-----	200	untouched ('')	image/png	date:Fri,%2003%20May%202013%2015:31:58%20GMT	http://lebd2013.files.wordpress.com/2013/05/selection_005.png	lebd2013.files.wordpress.com/2013/05/selection_005.png	(from http://lebd2013.wordpress.com/thermal-modelling-demand-reduction/iteration-summary/)
13:35:30	888/888	U-----	200	untouched ('')	text/xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://lebd2013.wordpress.com/lighting/requirements/feed/	lebd2013.wordpress.com/lighting/requirements/feed/index.html	(from http://lebd2013.wordpress.com/lighting/requirements/)
